Gene stable ID	Gene name	Gene description	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSG00000188938	FAM120AOS	family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]	protein_coding	9	93446494	93453592	-1
ENSG00000188958	UTS2B	urotensin 2B [Source:HGNC Symbol;Acc:HGNC:30894]	protein_coding	3	191267168	191330536	-1
ENSG00000188976	NOC2L	NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]	protein_coding	1	944204	959309	-1
ENSG00000188986	NELFB	negative elongation factor complex member B [Source:HGNC Symbol;Acc:HGNC:24324]	protein_coding	9	137255173	137273546	1
ENSG00000188993	LRRC66	leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:HGNC:34299]	protein_coding	4	51993702	52017620	-1
ENSG00000188994	ZNF292	zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]	protein_coding	6	87152833	87264196	1
ENSG00000188997	KCTD21	potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452]	protein_coding	11	78171249	78188822	-1
ENSG00000189001	SBSN	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]	protein_coding	19	35523367	35528351	-1
ENSG00000189007	ADAT2	adenosine deaminase, tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]	protein_coding	6	143422832	143450673	-1
ENSG00000189042	ZNF567	zinc finger protein 567 [Source:HGNC Symbol;Acc:HGNC:28696]	protein_coding	19	36687612	36727701	1
ENSG00000189043	NDUFA4	NDUFA4, mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]	protein_coding	7	10931951	10940256	-1
ENSG00000189046	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]	protein_coding	12	109088188	109093631	-1
ENSG00000189050	RNFT1	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]	protein_coding	17	59952240	59964761	-1
ENSG00000189056	RELN	reelin [Source:HGNC Symbol;Acc:HGNC:9957]	protein_coding	7	103471784	103989516	-1
ENSG00000189058	APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	protein_coding	3	195568702	195584205	-1
ENSG00000189060	H1F0	H1 histone family member 0 [Source:HGNC Symbol;Acc:HGNC:4714]	protein_coding	22	37805093	37807436	1
ENSG00000189067	LITAF	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]	protein_coding	16	11547722	11636381	-1
ENSG00000189077	TMEM120A	transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697]	protein_coding	7	75986837	75994659	-1
ENSG00000189079	ARID2	AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]	protein_coding	12	45729665	45908040	1
ENSG00000189091	SF3B3	splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]	protein_coding	16	70523788	70577670	1
ENSG00000189114	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914]	protein_coding	19	45178745	45181801	1
ENSG00000189129	PLAC9	placenta specific 9 [Source:HGNC Symbol;Acc:HGNC:19255]	protein_coding	10	80131682	80145359	1
ENSG00000189134	NKAPL	NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584]	protein_coding	6	28259320	28260958	1
ENSG00000189136	UBE2Q2P1	ubiquitin conjugating enzyme E2 Q2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37439]	transcribed_unprocessed_pseudogene	15	84526781	84571216	-1
ENSG00000189143	CLDN4	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]	protein_coding	7	73799542	73832693	1
ENSG00000189144	ZNF573	zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]	protein_coding	19	37735833	37817300	-1
ENSG00000189159	JPT1	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]	protein_coding	17	75135248	75168281	-1
ENSG00000189164	ZNF527	zinc finger protein 527 [Source:HGNC Symbol;Acc:HGNC:29385]	protein_coding	19	37371061	37393066	1
ENSG00000189171	S100A13	S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]	protein_coding	1	153618787	153631360	-1
ENSG00000189180	ZNF33A	zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]	protein_coding	10	38010650	38065088	1
ENSG00000189184	PCDH18	protocadherin 18 [Source:HGNC Symbol;Acc:HGNC:14268]	protein_coding	4	137518918	137532494	-1
ENSG00000189190	ZNF600	zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]	protein_coding	19	52764195	52786791	-1
ENSG00000189195	BTBD8	BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]	protein_coding	1	92080305	92184725	1
ENSG00000189212	DPY19L2P1	DPY19L2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22305]	transcribed_unprocessed_pseudogene	7	35079989	35186041	-1
ENSG00000189221	MAOA	monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]	protein_coding	X	43654907	43746824	1
ENSG00000189223	PAX8-AS1	PAX8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49271]	processed_transcript	2	113211522	113276581	1
ENSG00000189227	C15orf61	chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]	protein_coding	15	67521068	67530143	1
ENSG00000189241	TSPYL1	TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]	protein_coding	6	116276578	116279903	-1
ENSG00000189266	PNRC2	proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]	protein_coding	1	23959109	23963462	1
ENSG00000189283	FHIT	fragile histidine triad [Source:HGNC Symbol;Acc:HGNC:3701]	protein_coding	3	59749310	61251459	-1
ENSG00000189298	ZKSCAN3	zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]	protein_coding	6	28349914	28369177	1
ENSG00000189306	RRP7A	ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]	protein_coding	22	42509968	42519802	-1
ENSG00000189308	LIN54	lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]	protein_coding	4	82909973	83012926	-1
ENSG00000189319	FAM53B	family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]	protein_coding	10	124619292	124744269	-1
ENSG00000189320	FAM180A	family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]	protein_coding	7	135728348	135748846	-1
ENSG00000189332	AC090099.1		transcribed_unprocessed_pseudogene	11	18209138	18214562	1
ENSG00000189337	KAZN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]	protein_coding	1	13892792	15118043	1
ENSG00000189339	SLC35E2B	solute carrier family 35 member E2B [Source:HGNC Symbol;Acc:HGNC:33941]	protein_coding	1	1659529	1692728	-1
ENSG00000189343	RPS2P46	ribosomal protein S2 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35839]	processed_pseudogene	17	19445970	19446852	-1
ENSG00000189362	NEMP2	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]	protein_coding	2	190504342	190534722	-1
ENSG00000189369	GSPT2	G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]	protein_coding	X	51743431	51746232	1
ENSG00000189376	C8orf76	chromosome 8 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25924]	protein_coding	8	123219957	123241398	-1
ENSG00000189398	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene [Source:HGNC Symbol;Acc:HGNC:8383]	unprocessed_pseudogene	11	3390780	3391752	-1
ENSG00000189403	HMGB1	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]	protein_coding	13	30456704	30617597	-1
ENSG00000189409	MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]	protein_coding	1	1632095	1635263	1
ENSG00000189410	SH2D5	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	protein_coding	1	20719732	20732837	-1
ENSG00000189420	ZFP92	ZFP92 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12865]	protein_coding	X	153418322	153426481	1
ENSG00000196072	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]	protein_coding	10	100273280	100286712	-1
ENSG00000196074	SYCP2	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]	protein_coding	20	59863563	59933655	-1
ENSG00000196083	IL1RAP	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	protein_coding	3	190514051	190659750	1
ENSG00000196110	ZNF699	zinc finger protein 699 [Source:HGNC Symbol;Acc:HGNC:24750]	protein_coding	19	9294275	9309838	-1
ENSG00000196116	TDRD7	tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]	protein_coding	9	97411950	97496125	1
ENSG00000196123	KIAA0895L	KIAA0895 like [Source:HGNC Symbol;Acc:HGNC:34408]	protein_coding	16	67175602	67184040	-1
ENSG00000196136	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	protein_coding	14	94612377	94624055	1
ENSG00000196139	AKR1C3	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]	protein_coding	10	5035354	5107686	1
ENSG00000196141	SPATS2L	spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]	protein_coding	2	200305881	200482263	1
ENSG00000196150	ZNF250	zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044]	protein_coding	8	144876497	144902168	-1
ENSG00000196151	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]	protein_coding	2	159235793	159286799	-1
ENSG00000196152	ZNF79	zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]	protein_coding	9	127424374	127445372	1
ENSG00000196154	S100A4	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	protein_coding	1	153543613	153550136	-1
ENSG00000196155	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]	protein_coding	16	67277510	67289499	1
ENSG00000196159	FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]	protein_coding	4	125316399	125492932	1
ENSG00000196172	ZNF681	zinc finger protein 681 [Source:HGNC Symbol;Acc:HGNC:26457]	protein_coding	19	23739195	23758891	-1
ENSG00000196177	ACADSB	acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]	protein_coding	10	123008979	123058311	1
ENSG00000196182	STK40	serine/threonine kinase 40 [Source:HGNC Symbol;Acc:HGNC:21373]	protein_coding	1	36339624	36385896	-1
ENSG00000196187	TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]	protein_coding	1	225845536	225882369	-1
ENSG00000196189	SEMA4A	semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]	protein_coding	1	156147366	156177752	1
ENSG00000196196	HRCT1	histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]	protein_coding	9	35906192	35907141	1
ENSG00000196199	MPHOSPH8	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]	protein_coding	13	19633681	19673459	1
ENSG00000196204	RNF216P1	ring finger protein 216 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33610]	transcribed_unprocessed_pseudogene	7	4973988	5040675	1
ENSG00000196205	EEF1A1P5	eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]	processed_pseudogene	9	133019486	133020874	1
ENSG00000196208	GREB1	growth regulation by estrogen in breast cancer 1 [Source:HGNC Symbol;Acc:HGNC:24885]	protein_coding	2	11482341	11642788	1
ENSG00000196214	ZNF766	zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]	protein_coding	19	52269571	52296046	1
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]	protein_coding	3	8980591	9363053	-1
ENSG00000196227	FAM217B	family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170]	protein_coding	20	59933764	59948680	1
ENSG00000196230	TUBB	tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	protein_coding	6	30720201	30725426	1
ENSG00000196233	LCOR	ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]	protein_coding	10	96832282	96995959	1
ENSG00000196235	SUPT5H	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]	protein_coding	19	39436156	39476670	1
ENSG00000196236	XPNPEP3	X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052]	protein_coding	22	40857077	40932815	1
ENSG00000196247	ZNF107	zinc finger protein 107 [Source:HGNC Symbol;Acc:HGNC:12887]	protein_coding	7	64666083	64711582	1
ENSG00000196262	PPIA	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]	protein_coding	7	44796680	44824564	1
ENSG00000196263	ZNF471	zinc finger protein 471 [Source:HGNC Symbol;Acc:HGNC:23226]	protein_coding	19	56507843	56530221	1
ENSG00000196267	ZNF836	zinc finger protein 836 [Source:HGNC Symbol;Acc:HGNC:34333]	protein_coding	19	52153864	52171643	-1
ENSG00000196268	ZNF493	zinc finger protein 493 [Source:HGNC Symbol;Acc:HGNC:23708]	protein_coding	19	21397119	21427573	1
ENSG00000196275	GTF2IRD2	GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30775]	protein_coding	7	74796144	74851551	-1
ENSG00000196284	SUPT3H	SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]	protein_coding	6	44809317	45377953	-1
ENSG00000196290	NIF3L1	NGG1 interacting factor 3 like 1 [Source:HGNC Symbol;Acc:HGNC:13390]	protein_coding	2	200889327	200903930	1
ENSG00000196295	AC005154.1		processed_transcript	7	30516309	30594809	-1
ENSG00000196305	IARS	isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]	protein_coding	9	92210207	92293756	-1
ENSG00000196312	MFSD14C	major facilitator superfamily domain containing 14C [Source:HGNC Symbol;Acc:HGNC:23672]	protein_coding	9	96887373	97013708	-1
ENSG00000196313	POM121	POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]	protein_coding	7	72879365	72951440	1
ENSG00000196323	ZBTB44	zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]	protein_coding	11	130226677	130314686	-1
ENSG00000196338	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	protein_coding	X	71144831	71171201	1
ENSG00000196345	ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]	protein_coding	3	44555193	44594173	1
ENSG00000196352	CD55	CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]	protein_coding	1	207321376	207386804	1
ENSG00000196357	ZNF565	zinc finger protein 565 [Source:HGNC Symbol;Acc:HGNC:26726]	protein_coding	19	36182060	36246257	-1
ENSG00000196358	NTNG2	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]	protein_coding	9	132161676	132244534	1
ENSG00000196363	WDR5	WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]	protein_coding	9	134135365	134159968	1
ENSG00000196365	LONP1	lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]	protein_coding	19	5691834	5720572	-1
ENSG00000196367	TRRAP	transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]	protein_coding	7	98877933	99050831	1
ENSG00000196368	NUDT11	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	protein_coding	X	51490011	51496596	-1
ENSG00000196369	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B [Source:HGNC Symbol;Acc:HGNC:35237]	protein_coding	1	144887265	145095528	-1
ENSG00000196371	FUT4	fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]	protein_coding	11	94543840	94549898	1
ENSG00000196372	ASB13	ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]	protein_coding	10	5638867	5666595	-1
ENSG00000196378	ZNF34	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]	protein_coding	8	144773114	144787345	-1
ENSG00000196387	ZNF140	zinc finger protein 140 [Source:HGNC Symbol;Acc:HGNC:12925]	protein_coding	12	133079838	133107544	1
ENSG00000196388	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:32224]	protein_coding	17	4988130	4997610	-1
ENSG00000196391	ZNF774	zinc finger protein 774 [Source:HGNC Symbol;Acc:HGNC:33108]	protein_coding	15	90352245	90369146	1
ENSG00000196396	PTPN1	protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]	protein_coding	20	50510321	50585241	1
ENSG00000196405	EVL	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	protein_coding	14	99971449	100144236	1
ENSG00000196411	EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]	protein_coding	7	100802565	100827521	-1
ENSG00000196417	ZNF765	zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]	protein_coding	19	53389793	53430413	1
ENSG00000196418	ZNF124	zinc finger protein 124 [Source:HGNC Symbol;Acc:HGNC:12907]	protein_coding	1	247121975	247172016	-1
ENSG00000196419	XRCC6	X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]	protein_coding	22	41621119	41664048	1
ENSG00000196422	PPP1R26	protein phosphatase 1 regulatory subunit 26 [Source:HGNC Symbol;Acc:HGNC:29089]	protein_coding	9	135479079	135488893	1
ENSG00000196428	TSC22D2	TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]	protein_coding	3	150408335	150466431	1
ENSG00000196436	NPIPB15	nuclear pore complex interacting protein family member B15 [Source:HGNC Symbol;Acc:HGNC:34409]	protein_coding	16	74377878	74392080	1
ENSG00000196437	ZNF569	zinc finger protein 569 [Source:HGNC Symbol;Acc:HGNC:24737]	protein_coding	19	37411155	37469275	-1
ENSG00000196440	ARMCX4	armadillo repeat containing, X-linked 4 [Source:HGNC Symbol;Acc:HGNC:28615]	protein_coding	X	101418287	101533459	1
ENSG00000196449	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]	protein_coding	1	37802944	37808185	-1
ENSG00000196453	ZNF777	zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]	protein_coding	7	149431363	149461123	-1
ENSG00000196455	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]	protein_coding	3	130678935	130746829	-1
ENSG00000196456	ZNF775	zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]	protein_coding	7	150379335	150398631	1
ENSG00000196458	ZNF605	zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]	protein_coding	12	132918308	132956306	-1
ENSG00000196459	TRAPPC2	trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:HGNC:23068]	protein_coding	X	13712244	13734635	-1
ENSG00000196460	RFX8	RFX family member 8, lacking RFX DNA binding domain [Source:HGNC Symbol;Acc:HGNC:37253]	protein_coding	2	101397361	101474703	-1
ENSG00000196465	MYL6B	myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]	protein_coding	12	56152256	56159647	1
ENSG00000196466	ZNF799	zinc finger protein 799 [Source:HGNC Symbol;Acc:HGNC:28071]	protein_coding	19	12390016	12401271	-1
ENSG00000196470	SIAH1	siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]	protein_coding	16	48356364	48448402	-1
ENSG00000196476	C20orf96	chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:16227]	protein_coding	20	270863	290778	-1
ENSG00000196498	NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]	protein_coding	12	124324415	124567589	-1
ENSG00000196502	SULT1A1	sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453]	protein_coding	16	28605196	28623625	-1
ENSG00000196504	PRPF40A	pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]	protein_coding	2	152651593	152717997	-1
ENSG00000196505	GDAP2	ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]	protein_coding	1	117863485	117929630	-1
ENSG00000196507	TCEAL3	transcription elongation factor A like 3 [Source:HGNC Symbol;Acc:HGNC:28247]	protein_coding	X	103607451	103629690	1
ENSG00000196510	ANAPC7	anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]	protein_coding	12	110372900	110403730	-1
ENSG00000196511	TPK1	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]	protein_coding	7	144451941	144836395	-1
ENSG00000196517	SLC6A9	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	protein_coding	1	43991500	44031467	-1
ENSG00000196526	AFAP1	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]	protein_coding	4	7758714	7939926	-1
ENSG00000196531	NACA	nascent polypeptide-associated complex alpha subunit [Source:HGNC Symbol;Acc:HGNC:7629]	protein_coding	12	56712428	56731628	-1
ENSG00000196535	MYO18A	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]	protein_coding	17	29071124	29180412	-1
ENSG00000196544	BORCS6	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]	protein_coding	17	8188333	8190907	-1
ENSG00000196547	MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	protein_coding	15	90902218	90922584	1
ENSG00000196549	MME	membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]	protein_coding	3	155024124	155183729	1
ENSG00000196557	CACNA1H	calcium voltage-gated channel subunit alpha1 H [Source:HGNC Symbol;Acc:HGNC:1395]	protein_coding	16	1153121	1221772	1
ENSG00000196562	SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]	protein_coding	20	47656348	47786616	-1
ENSG00000196569	LAMA2	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	protein_coding	6	128883141	129516569	1
ENSG00000196576	PLXNB2	plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]	protein_coding	22	50274979	50307627	-1
ENSG00000196586	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	protein_coding	6	75749192	75919537	1
ENSG00000196588	MKL1	megakaryoblastic leukemia (translocation) 1 [Source:HGNC Symbol;Acc:HGNC:14334]	protein_coding	22	40410281	40636702	-1
ENSG00000196591	HDAC2	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]	protein_coding	6	113933028	114011308	-1
ENSG00000196597	ZNF782	zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]	protein_coding	9	96816472	96875623	-1
ENSG00000196605	ZNF846	zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]	protein_coding	19	9751993	9793180	-1
ENSG00000196611	MMP1	matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]	protein_coding	11	102789920	102798160	-1
ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]	protein_coding	4	99304964	99352760	-1
ENSG00000196628	TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]	protein_coding	18	55222331	55664787	-1
ENSG00000196632	WNK3	WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:14543]	protein_coding	X	54192823	54358642	-1
ENSG00000196636	SDHAF3	succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]	protein_coding	7	97116590	97181763	1
ENSG00000196639	HRH1	histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]	protein_coding	3	11137093	11263557	1
ENSG00000196642	RABL6	RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]	protein_coding	9	136807943	136841187	1
ENSG00000196646	ZNF136	zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]	protein_coding	19	12163064	12189881	1
ENSG00000196652	ZKSCAN5	zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]	protein_coding	7	99504651	99534700	1
ENSG00000196653	ZNF502	zinc finger protein 502 [Source:HGNC Symbol;Acc:HGNC:23718]	protein_coding	3	44712643	44723831	1
ENSG00000196655	TRAPPC4	trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:HGNC:19943]	protein_coding	11	119018432	119025454	1
ENSG00000196659	TTC30B	tetratricopeptide repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:26425]	protein_coding	2	177548998	177553014	-1
ENSG00000196663	TECPR2	tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]	protein_coding	14	102362963	102502481	1
ENSG00000196668	LINC00173	long intergenic non-protein coding RNA 173 [Source:HGNC Symbol;Acc:HGNC:33791]	processed_transcript	12	116533422	116536518	1
ENSG00000196670	ZFP62	ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]	protein_coding	5	180847611	180861285	-1
ENSG00000196678	ERI2	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]	protein_coding	16	20780193	20900349	-1
ENSG00000196683	TOMM7	translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]	protein_coding	7	22812628	22822852	-1
ENSG00000196689	TRPV1	transient receptor potential cation channel subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:12716]	protein_coding	17	3565444	3609411	-1
ENSG00000196693	ZNF33B	zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]	protein_coding	10	42574185	42638568	-1
ENSG00000196696	AC009022.1		processed_transcript	16	69976297	70065948	-1
ENSG00000196700	ZNF512B	zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]	protein_coding	20	63956702	63969865	-1
ENSG00000196704	AMZ2	archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]	protein_coding	17	68247574	68257164	1
ENSG00000196705	ZNF431	zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]	protein_coding	19	21142024	21196053	1
ENSG00000196712	NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]	protein_coding	17	31094927	31382116	1
ENSG00000196715	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]	protein_coding	7	65873267	65959563	1
ENSG00000196724	ZNF418	zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]	protein_coding	19	57921884	57935393	-1
ENSG00000196730	DAPK1	death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]	protein_coding	9	87497228	87708633	1
