Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	Gene description	Chromosome/scaffold name
ENSDARG00000113081	47285773	47323267	-1	CU138512.1	protein_coding		19
ENSDARG00000099386	6410933	6418591	1	lrrtm4l2	protein_coding	leucine rich repeat transmembrane neuronal 4 like 2 [Source:ZFIN;Acc:ZDB-GENE-080327-14]	8
ENSDARG00000117155	6333406	6354179	-1	BX323087.1	protein_coding		23
ENSDARG00000100940	22634007	22719440	-1	nr5a2	protein_coding	nuclear receptor subfamily 5, group A, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-79]	22
ENSDARG00000086214	14632157	14938580	1	ntrk3b	protein_coding	neurotrophic tyrosine kinase, receptor, type 3b [Source:ZFIN;Acc:ZDB-GENE-010126-4]	7
ENSDARG00000114108	7141360	7147226	-1	BX005085.5	protein_coding		3
ENSDARG00000105018	48216662	48240513	1	lrrc20	protein_coding	leucine rich repeat containing 20 [Source:ZFIN;Acc:ZDB-GENE-041114-49]	12
ENSDARG00000112791	55810436	55810886	1	CT583728.16	protein_coding		4
ENSDARG00000105301	1072486	1085227	-1	sox8a	protein_coding	SRY (sex determining region Y)-box 8a [Source:ZFIN;Acc:ZDB-GENE-130530-719]	12
ENSDARG00000113111	43256986	43272332	1	DGKD	protein_coding	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]	19
ENSDARG00000109392	6422374	6423160	1	FO681393.1	protein_coding		11
ENSDARG00000087822	34139146	34335265	-1	agap3	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:ZFIN;Acc:ZDB-GENE-110927-1]	24
ENSDARG00000091138	56413986	56420087	-1	actr3	protein_coding	ARP3 actin related protein 3 homolog [Source:ZFIN;Acc:ZDB-GENE-040428-2]	9
ENSDARG00000100797	45422433	45439903	-1	CABZ01076996.1	protein_coding	nephronectin-like [Source:NCBI gene;Acc:101884488]	23
ENSDARG00000017121	3405665	3409140	-1	mafba	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba [Source:ZFIN;Acc:ZDB-GENE-980526-515]	23
ENSDARG00000104648	4009572	4011013	-1	CR626884.3	protein_coding		15
ENSDARG00000015068	44049509	44060455	1	txk	protein_coding	TXK tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-130530-553]	23
ENSDARG00000074684	46157379	46173265	-1	mlsl	protein_coding	malate synthase-like [Source:ZFIN;Acc:ZDB-GENE-130530-761]	14
ENSDARG00000102212	61840440	61851830	1	si:dkey-16p6.1	protein_coding	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]	4
ENSDARG00000112213	6625717	6666849	1	BX005321.1	protein_coding		17
ENSDARG00000102978	44878571	44898129	-1	eif4a3	protein_coding	eukaryotic translation initiation factor 4A3 [Source:ZFIN;Acc:ZDB-GENE-040426-915]	11
ENSDARG00000111946	26263290	26264021	1	BX649315.1	protein_coding		22
ENSDARG00000043799	4578552	4854851	1	zmp:0000000619	protein_coding	zmp:0000000619 [Source:ZFIN;Acc:ZDB-GENE-130530-622]	17
ENSDARG00000111550	68678959	68686488	-1	CABZ01002702.1	protein_coding		4
ENSDARG00000086314	3428357	3429454	1	CU633991.1	protein_coding	atypical chemokine receptor 2-like [Source:NCBI gene;Acc:101887081]	2
ENSDARG00000113183	890988	894030	1	CABZ01078858.1	protein_coding		17
ENSDARG00000101189	3573696	3578297	1	CR589947.2	protein_coding		3
ENSDARG00000109717	53979248	53991184	-1	SLC35E2A	protein_coding	solute carrier family 35, member E2B [Source:NCBI gene;Acc:100331662]	8
ENSDARG00000113791	52121918	52167509	-1	BX901942.2	protein_coding		1
ENSDARG00000116445	33266586	33275666	-1	CABZ01046954.1	protein_coding		25
ENSDARG00000111856	30496360	30497431	1	BX649490.4	protein_coding	CD276 antigen homolog [Source:NCBI gene;Acc:101886973]	22
ENSDARG00000015657	52442622	52447101	1	zgc:77112	protein_coding	zgc:77112 [Source:ZFIN;Acc:ZDB-GENE-040426-2219]	8
ENSDARG00000098732	33032203	33036740	1	CU929403.1	protein_coding		18
ENSDARG00000101906	1769905	1777831	-1	zgc:113442	protein_coding	zgc:113442 [Source:ZFIN;Acc:ZDB-GENE-050227-2]	6
ENSDARG00000042010	54450407	54455573	-1	pklr	protein_coding	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	16
ENSDARG00000103125	54198893	54274861	1	tsc2	protein_coding	TSC complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2702]	1
ENSDARG00000099596	1999838	2004730	1	btd	protein_coding	biotinidase [Source:ZFIN;Acc:ZDB-GENE-060825-186]	19
ENSDARG00000102911	41858807	41929506	1	iffo2b	protein_coding	intermediate filament family orphan 2b [Source:ZFIN;Acc:ZDB-GENE-121030-9]	11
ENSDARG00000018192	52542550	52646789	-1	ubr5	protein_coding	ubiquitin protein ligase E3 component n-recognin 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6559]	16
ENSDARG00000092488	1383027	1420526	1	khnyn	protein_coding	KH and NYN domain containing [Source:ZFIN;Acc:ZDB-GENE-141215-64]	7
ENSDARG00000107296	44610912	44656412	1	CABZ01052810.1	protein_coding	family with sequence similarity 196 member A [Source:NCBI gene;Acc:100333552]	12
ENSDARG00000076158	1942219	1943632	1	zgc:165583	protein_coding	zgc:165583 [Source:ZFIN;Acc:ZDB-GENE-070615-30]	3
ENSDARG00000114306	40021263	40040178	-1	BX248108.1	protein_coding	multidrug and toxin extrusion protein 1-like [Source:NCBI gene;Acc:560089]	21
ENSDARG00000103777	7509323	7524363	-1	znf1001	protein_coding	zinc finger protein 1001 [Source:ZFIN;Acc:ZDB-GENE-080213-7]	3
ENSDARG00000089361	2587234	2595731	1	wu:fb59d01	protein_coding	wu:fb59d01 [Source:ZFIN;Acc:ZDB-GENE-030131-1098]	10
ENSDARG00000090454	53269657	53334650	1	gnb1a	protein_coding	guanine nucleotide binding protein (G protein), beta polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-030131-823]	8
ENSDARG00000007923	28398780	28408410	-1	ptpn1	protein_coding	protein tyrosine phosphatase, non-receptor type 1 [Source:ZFIN;Acc:ZDB-GENE-980605-23]	8
ENSDARG00000112947	19170500	19175526	1	BX294110.2	protein_coding		25
ENSDARG00000087131	52343905	52371175	1	ifnlr1	protein_coding	interferon lambda receptor 1 [Source:ZFIN;Acc:ZDB-GENE-071120-5]	16
ENSDARG00000070858	46500436	46505310	-1	si:busm1-105l16.2	protein_coding	si:busm1-105l16.2 [Source:ZFIN;Acc:ZDB-GENE-030616-108]	1
ENSDARG00000001937	48433817	48458789	1	LO018422.1	protein_coding	solute carrier family 2, facilitated glucose transporter member 1-like [Source:NCBI gene;Acc:100334818]	17
ENSDARG00000044501	50391331	50409763	1	viml	protein_coding	vimentin like [Source:ZFIN;Acc:ZDB-GENE-040426-1743]	2
ENSDARG00000079681	19573791	19575962	1	CABZ01059627.2	protein_coding	mucin-5AC [Source:NCBI gene;Acc:100332822]	10
ENSDARG00000077316	45527281	45538773	-1	MB21D2	protein_coding	protein MB21D2 [Source:NCBI gene;Acc:556707]	15
ENSDARG00000058736	42156949	42202792	-1	gabra6b	protein_coding	gamma-aminobutyric acid (GABA) A receptor, alpha 6b [Source:ZFIN;Acc:ZDB-GENE-080815-1]	21
ENSDARG00000111585	2361184	2397031	1	CABZ01048666.1	protein_coding		23
ENSDARG00000102983	443264	445920	1	zgc:195050	protein_coding	zgc:195050 [Source:ZFIN;Acc:ZDB-GENE-080723-71]	17
ENSDARG00000052351	22025806	22042654	1	si:dkey-156n14.3	protein_coding	si:dkey-156n14.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4816]	6
ENSDARG00000100673	54519511	54549283	1	znf974	protein_coding	zinc finger protein 974 [Source:ZFIN;Acc:ZDB-GENE-131119-54]	4
ENSDARG00000073847	24788499	24791060	-1	rbm15	protein_coding	RNA binding motif protein 15 [Source:ZFIN;Acc:ZDB-GENE-041008-192]	8
ENSDARG00000024920	22435460	22444746	1	tmem136a	protein_coding	transmembrane protein 136a [Source:ZFIN;Acc:ZDB-GENE-000607-58]	15
ENSDARG00000109618	41819817	41822485	1	CABZ01066611.1	protein_coding		13
ENSDARG00000005679	54431093	54500354	-1	trip10a	protein_coding	thyroid hormone receptor interactor 10a [Source:ZFIN;Acc:ZDB-GENE-041114-105]	3
ENSDARG00000116848	40573137	40590816	1	izumo1	protein_coding	izumo sperm-egg fusion 1 [Source:NCBI gene;Acc:100329365]	8
ENSDARG00000113635	40336828	40388543	-1	BX571674.1	protein_coding		5
ENSDARG00000114187	63078198	63083283	-1	BX927212.1	protein_coding		5
ENSDARG00000090675	5565082	5588152	1	APBA3	protein_coding	si:ch73-40i7.5 [Source:ZFIN;Acc:ZDB-GENE-041008-110]	11
ENSDARG00000103462	45889496	45949578	1	dvl3b	protein_coding	dishevelled segment polarity protein 3b [Source:ZFIN;Acc:ZDB-GENE-121101-2]	18
ENSDARG00000112088	23237239	23241393	-1	AL935174.2	protein_coding		17
ENSDARG00000101316	42060967	42072886	-1	ppp4r1	protein_coding	protein phosphatase 4, regulatory subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040426-753]	24
ENSDARG00000042608	47207691	47232146	1	ica1	protein_coding	islet cell autoantigen 1 [Source:ZFIN;Acc:ZDB-GENE-040718-490]	16
ENSDARG00000098414	7171066	7233811	-1	ninl	protein_coding	ninein-like [Source:ZFIN;Acc:ZDB-GENE-130530-768]	13
ENSDARG00000070832	8047896	8132742	-1	snrka	protein_coding	SNF related kinase a [Source:ZFIN;Acc:ZDB-GENE-040718-84]	16
ENSDARG00000036245	19437648	19446529	-1	sb:cb649	protein_coding	sb:cb649 [Source:ZFIN;Acc:ZDB-GENE-030804-15]	19
ENSDARG00000113702	44435453	44649053	-1	CR925804.2	protein_coding		16
ENSDARG00000090976	2506516	2513093	1	NABP2	protein_coding	si:ch73-190f16.2 [Source:ZFIN;Acc:ZDB-GENE-160114-62]	11
ENSDARG00000113306	15187316	15190407	1	CR925756.1	protein_coding		10
ENSDARG00000009160	42272515	42306348	-1	kmo	protein_coding	kynurenine 3-monooxygenase [Source:ZFIN;Acc:ZDB-GENE-030424-4]	13
ENSDARG00000084555	12117620	12117744	1	RF00001	rRNA		22
ENSDARG00000102828	60607241	60624039	1	mfsd11	protein_coding	major facilitator superfamily domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-050913-140]	3
ENSDARG00000101253	58212161	58212284	1	RF00001	rRNA		5
ENSDARG00000111899	2431585	2444528	1	zgc:171435	protein_coding	zgc:171435 [Source:ZFIN;Acc:ZDB-GENE-080305-7]	22
ENSDARG00000112287	254390	263117	-1	zgc:66156	protein_coding	zgc:66156 [Source:ZFIN;Acc:ZDB-GENE-040426-1554]	22
ENSDARG00000080203	11643551	11643671	1	RF00001	rRNA		12
ENSDARG00000106545	12046454	12046570	-1	RF00001	rRNA		19
ENSDARG00000015502	150570	160547	1	adam10b	protein_coding	ADAM metallopeptidase domain 10b [Source:ZFIN;Acc:ZDB-GENE-071115-1]	25
ENSDARG00000090524	46146084	46152740	-1	f2rl2	protein_coding	coagulation factor II (thrombin) receptor-like 2 [Source:ZFIN;Acc:ZDB-GENE-110127-4]	5
ENSDARG00000109287	49787584	49804597	1	CABZ01078261.1	protein_coding	homeobox containing 1 b [Source:NCBI gene;Acc:100317353]	20
ENSDARG00000080345	53686071	53686188	1	RF00001	rRNA		2
ENSDARG00000114453	5051562	5051697	1	RF00415	snoRNA		12
ENSDARG00000017874	20779026	20796935	-1	dnajc3b	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 3b [Source:ZFIN;Acc:ZDB-GENE-000831-4]	7
ENSDARG00000105205	23817922	23818046	-1	RF00001	rRNA		3
ENSDARG00000114988	42678364	42678480	-1	RF00001	rRNA		19
ENSDARG00000101052	19728690	19728755	-1	RF02041	misc_RNA		19
ENSDARG00000084018	17345550	17345667	1	RF00001	rRNA		12
ENSDARG00000112189	29155395	29155511	-1	RF00001	rRNA		7
ENSDARG00000057151	48037019	48061351	-1	prep	protein_coding	prolyl endopeptidase [Source:ZFIN;Acc:ZDB-GENE-050522-14]	20
ENSDARG00000082665	8324738	8324855	-1	RF00001	rRNA		25
ENSDARG00000108939	58487368	58512609	1	FQ378016.1	protein_coding	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like [Source:NCBI gene;Acc:571737]	5
ENSDARG00000077909	18176162	18187519	1	rce1a	protein_coding	Ras converting CAAX endopeptidase 1a [Source:ZFIN;Acc:ZDB-GENE-041008-116]	7
ENSDARG00000082215	38127452	38127569	-1	RF00001	rRNA		23
ENSDARG00000086753	1219187	1223706	1	gb:bc139872	protein_coding	expressed sequence BC139872 [Source:ZFIN;Acc:ZDB-GENE-111013-4]	5
ENSDARG00000080241	48257013	48257130	1	RF00001	rRNA		16
ENSDARG00000112456	15173267	15173383	1	RF00001	rRNA		2
ENSDARG00000053298	42208623	42218652	-1	nkx2.2a	protein_coding	NK2 homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-980526-403]	17
ENSDARG00000110273	7009374	7009490	-1	RF00001	rRNA		10
ENSDARG00000108678	25469729	25469845	1	RF00001	rRNA		15
ENSDARG00000116947	45258981	45259097	1	RF00001	rRNA		18
ENSDARG00000116293	17546753	17546869	-1	RF00001	rRNA		24
ENSDARG00000111015	16858917	16859033	1	RF00001	rRNA		23
ENSDARG00000103156	2712956	3036019	1	gpc6a	protein_coding	glypican 6a [Source:ZFIN;Acc:ZDB-GENE-071004-15]	1
ENSDARG00000084849	22414124	22414253	1	RF00001	rRNA		15
ENSDARG00000112695	46491191	46491354	1	RF00003	snRNA		4
ENSDARG00000087751	10969712	10970502	-1	CR382337.1	protein_coding		3
ENSDARG00000085040	52049158	52049274	-1	RF00001	rRNA		14
ENSDARG00000113093	2564145	2564261	1	RF00001	rRNA		5
ENSDARG00000102478	57146542	57332915	-1	ADAMTS7	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:NCBI gene;Acc:560364]	7
ENSDARG00000115992	50524573	50525944	1	CR382385.1	protein_coding		17
ENSDARG00000090501	9496077	9496853	-1	zmp:0000000997	protein_coding	zmp:0000000997 [Source:ZFIN;Acc:ZDB-GENE-130530-1000]	3
ENSDARG00000099290	36967871	36967993	-1	RF00001	rRNA		3
ENSDARG00000115394	56539009	56539125	-1	RF00001	rRNA		6
ENSDARG00000105182	1779397	1780633	-1	ntan1	protein_coding	N-terminal asparagine amidase [Source:ZFIN;Acc:ZDB-GENE-040426-1896]	6
ENSDARG00000080775	40400714	40400788	1	RF00571	snoRNA		21
ENSDARG00000109986	8503687	8503801	1	RF00001	rRNA		4
ENSDARG00000105923	31944607	31944722	1	RF00001	rRNA		5
ENSDARG00000116160	28337955	28338069	1	RF00001	rRNA		24
ENSDARG00000084839	10870117	10870241	-1	RF00001	rRNA		1
ENSDARG00000084381	38987296	38987415	-1	RF00001	rRNA		17
ENSDARG00000039667	45238292	45257211	1	mrpl38	protein_coding	mitochondrial ribosomal protein L38 [Source:ZFIN;Acc:ZDB-GENE-040426-2373]	12
ENSDARG00000115288	7920119	7920206	-1	RF00271	snoRNA		1
ENSDARG00000116483	50670744	50672341	-1	FP102122.1	protein_coding		13
ENSDARG00000116874	57163027	57163141	-1	RF00001	rRNA		1
ENSDARG00000084678	5531443	5531576	1	RF00001	rRNA		11
ENSDARG00000111583	9332984	9342773	1	LO018550.2	protein_coding	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Source:NCBI gene;Acc:103911283]	3
ENSDARG00000075054	3049636	3106762	1	rasgrf2a	protein_coding	Ras protein-specific guanine nucleotide-releasing factor 2a [Source:ZFIN;Acc:ZDB-GENE-111128-1]	10
ENSDARG00000070845	15442412	15444396	-1	si:dkey-56d12.4	protein_coding	si:dkey-56d12.4 [Source:ZFIN;Acc:ZDB-GENE-060531-147]	3
ENSDARG00000109590	7882779	7882893	1	RF00001	rRNA		18
ENSDARG00000082317	1740937	1741058	1	RF00001	rRNA		16
ENSDARG00000106434	6531067	6531182	-1	RF00001	rRNA		5
ENSDARG00000112042	7772165	7772377	1	RF00012	snoRNA		7
ENSDARG00000084791	25791229	25791355	-1	RF00001	rRNA		7
ENSDARG00000109494	23331419	23331559	1	RF00015	snRNA	RNA, U4 small nuclear 40, pseudogene [Source:HGNC Symbol;Acc:HGNC:46976]	17
ENSDARG00000059700	37482727	37490249	1	agmat	protein_coding	agmatine ureohydrolase (agmatinase) [Source:ZFIN;Acc:ZDB-GENE-060929-696]	23
ENSDARG00000116360	50113704	50113810	-1	RF00026	snRNA		4
ENSDARG00000112639	50112649	50112755	-1	RF00026	snRNA		4
ENSDARG00000106186	12224423	12224539	-1	RF00001	rRNA		2
ENSDARG00000098259	3201555	3201692	1	RF00001	rRNA		21
ENSDARG00000088689	152182	168150	1	si:ch211-201o1.1	protein_coding	si:ch211-201o1.1 [Source:ZFIN;Acc:ZDB-GENE-120709-60]	16
ENSDARG00000099173	29773917	29786758	1	BX530097.1	protein_coding		4
ENSDARG00000109379	12542039	12542334	1	RF00017	misc_RNA		11
ENSDARG00000101289	46830736	46917098	-1	slc29a1a	protein_coding	solute carrier family 29 (equilibrative nucleoside transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-050913-138]	13
ENSDARG00000105851	38774972	38775087	1	RF00001	rRNA		20
ENSDARG00000106456	25120089	25120205	1	RF00001	rRNA		1
ENSDARG00000111774	44590267	44590381	1	RF00001	rRNA		1
ENSDARG00000111487	17824459	17824573	1	RF00001	rRNA		22
ENSDARG00000103782	115173	115289	1	RF00001	rRNA		25
ENSDARG00000054835	1249617	1270220	-1	ugt5f1	protein_coding	UDP glucuronosyltransferase 5 family, polypeptide F1 [Source:ZFIN;Acc:ZDB-GENE-100406-6]	18
ENSDARG00000083593	29867404	29867540	-1	RF00430	snoRNA	small nucleolar RNA, H/ACA box 54 [Source:HGNC Symbol;Acc:HGNC:32647]	3
ENSDARG00000116149	62377750	62377806	1	RF01684	sRNA		4
ENSDARG00000102491	36054721	36070473	-1	GPR142	protein_coding	G protein-coupled receptor 142 [Source:NCBI gene;Acc:100000501]	12
ENSDARG00000107394	8682822	8682937	1	RF00001	rRNA		15
ENSDARG00000098944	52411530	52446996	1	nme8	protein_coding	NME/NM23 family member 8 [Source:ZFIN;Acc:ZDB-GENE-070410-39]	9
ENSDARG00000089617	37826736	37827038	1	RF00009	ribozyme	ribonuclease P RNA component H1 [Source:NCBI gene;Acc:494481]	2
ENSDARG00000109686	50807558	50816901	1	si:ch211-59p23.1	protein_coding	si:ch211-59p23.1 [Source:ZFIN;Acc:ZDB-GENE-160113-50]	14
ENSDARG00000105842	37157005	37157121	-1	RF00001	rRNA		16
ENSDARG00000112814	40916096	40916202	-1	RF00026	snRNA		4
ENSDARG00000116051	47060401	47060515	1	RF00001	rRNA		8
ENSDARG00000115479	12438084	12438380	-1	RF00017	misc_RNA		11
ENSDARG00000103847	9737490	9738985	-1	CR339059.1	protein_coding		3
ENSDARG00000100627	14269311	14270315	1	CR354537.1	protein_coding		23
ENSDARG00000104906	47081783	47115440	1	mtr	protein_coding	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:ZFIN;Acc:ZDB-GENE-031001-5]	12
ENSDARG00000100939	43597961	43609595	-1	CABZ01117603.1	protein_coding	T-lymphocyte surface antigen Ly-9-like [Source:NCBI gene;Acc:103909724]	23
ENSDARG00000082809	25159129	25159206	-1	dre-mir-458	miRNA	dre-mir-458 [Source:miRBase;Acc:MI0002179]	14
ENSDARG00000110783	30632105	30632219	-1	RF00001	rRNA		13
ENSDARG00000083624	4493277	4493358	1	dre-mir-430a-1	miRNA	dre-mir-430a-1 [Source:miRBase;Acc:MI0001527]	10
ENSDARG00000083557	38051652	38051766	-1	dre-mir-125b-3	miRNA	dre-mir-125b-3 [Source:miRBase;Acc:MI0001977]	10
ENSDARG00000116183	32395780	32395896	1	RF00001	rRNA		10
ENSDARG00000104945	50770537	50804016	1	sncb	protein_coding	synuclein, beta [Source:ZFIN;Acc:ZDB-GENE-040426-1615]	14
ENSDARG00000083500	27795130	27795209	1	dre-mir-30e-2	miRNA	dre-mir-30e-2 [Source:miRBase;Acc:MI0001950]	13
ENSDARG00000116326	20409557	20409654	-1	BX927341.5	miRNA		6
ENSDARG00000112909	349091	370877	1	ZNF462	protein_coding	zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]	21
ENSDARG00000108067	52828912	52829006	1	CT573476.2	miRNA		3
ENSDARG00000109304	55798954	55799051	1	CT583728.9	miRNA		4
ENSDARG00000110038	41931719	41931833	1	RF00001	rRNA		18
ENSDARG00000111690	16323970	16347126	1	BX322608.1	protein_coding		4
ENSDARG00000111340	28694219	28694299	1	dre-mir-430b-10	miRNA	dre-mir-430b-10 [Source:miRBase;Acc:MI0002150]	4
ENSDARG00000114599	28702213	28702285	1	dre-mir-430c-1	miRNA	dre-mir-430c-1 [Source:miRBase;Acc:MI0001529]	4
ENSDARG00000107812	30576364	30576479	1	RF00001	rRNA		24
ENSDARG00000088444	3943237	3953631	-1	selenol	protein_coding	selenoprotein L [Source:NCBI gene;Acc:100462964]	20
ENSDARG00000106248	40211155	40397752	-1	BX548062.1	protein_coding	leucine rich repeat and fibronectin type III domain containing 2 [Source:NCBI gene;Acc:797812]	17
ENSDARG00000108530	38370535	38371942	1	psmb11a	protein_coding	proteasome subunit beta 11a [Source:NCBI gene;Acc:446135]	2
ENSDARG00000098631	1535511	1543927	1	CABZ01044277.1	protein_coding		13
ENSDARG00000043260	41233755	41267184	-1	xylb	protein_coding	xylulokinase homolog (H. influenzae) [Source:ZFIN;Acc:ZDB-GENE-040426-1373]	24
ENSDARG00000029063	13639473	13679937	1	clpxa	protein_coding	caseinolytic mitochondrial matrix peptidase chaperone subunit a [Source:ZFIN;Acc:ZDB-GENE-040912-143]	7
ENSDARG00000113083	39042630	39042744	1	RF00001	rRNA		22
ENSDARG00000102610	59642695	59691608	1	r3hdm2	protein_coding	R3H domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-180313-1]	6
ENSDARG00000101104	8256574	8269996	1	FP102192.1	protein_coding	protein FAM111A-like [Source:NCBI gene;Acc:101886648]	5
ENSDARG00000110770	45741044	45779978	1	CU137648.2	protein_coding		8
ENSDARG00000104869	540157	552036	-1	CABZ01085878.1	protein_coding	spermatogenesis associated 5 [Source:NCBI gene;Acc:100332622]	14
ENSDARG00000003250	29756603	29812667	-1	pik3cd	protein_coding	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta [Source:ZFIN;Acc:ZDB-GENE-040426-1128]	23
ENSDARG00000114880	39536596	39541448	1	CU467856.3	protein_coding		6
ENSDARG00000117046	31195993	31196099	-1	RF00026	snRNA		4
ENSDARG00000110566	32289117	32289223	1	RF00026	snRNA		4
ENSDARG00000112690	31144305	31191814	1	CR931802.4	protein_coding		13
ENSDARG00000101401	52728428	52728572	1	RF00003	snRNA		4
ENSDARG00000109762	7778963	7779176	1	RF01848	snoRNA		7
ENSDARG00000116061	67556083	67556189	-1	RF00026	snRNA		4
ENSDARG00000100781	3640381	3675797	1	col28a2b	protein_coding	collagen, type XXVIII, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-130530-762]	6
ENSDARG00000082619	57922284	57922367	-1	dre-mir-34c	miRNA	dre-mir-34c [Source:miRBase;Acc:MI0004774]	5
ENSDARG00000083634	10881423	10881498	-1	dre-mir-122	miRNA	dre-mir-122 [Source:miRBase;Acc:MI0001965]	21
ENSDARG00000116963	45844363	45963264	1	FO704771.1	protein_coding		19
ENSDARG00000074401	4157815	4186544	1	gnpat	protein_coding	glyceronephosphate O-acyltransferase [Source:ZFIN;Acc:ZDB-GENE-040618-4]	20
ENSDARG00000081781	576444	576521	1	dre-mir-155	miRNA	dre-mir-155 [Source:miRBase;Acc:MI0002023]	1
ENSDARG00000110427	69020928	69025306	-1	CABZ01057488.1	protein_coding		7
ENSDARG00000098782	18812805	18826746	1	cratb	protein_coding	carnitine O-acetyltransferase b [Source:ZFIN;Acc:ZDB-GENE-040912-162]	19
ENSDARG00000057886	9333317	9335891	-1	BX901922.1	protein_coding	butyrophilin-like protein 2 [Source:NCBI gene;Acc:108191960]	13
ENSDARG00000103763	13083146	13091856	1	l3hypdh	protein_coding	trans-L-3-hydroxyproline dehydratase [Source:ZFIN;Acc:ZDB-GENE-170412-1]	6
ENSDARG00000098600	43878049	43880951	1	pithd1	protein_coding	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2366]	19
ENSDARG00000059357	3308656	3318747	1	sarnp	protein_coding	SAP domain containing ribonucleoprotein [Source:ZFIN;Acc:ZDB-GENE-050522-161]	11
ENSDARG00000113372	6169312	6205367	1	BX248501.2	protein_coding		11
ENSDARG00000113575	38151262	38170575	1	CU462871.1	protein_coding		1
ENSDARG00000055245	20536120	20545465	1	zmp:0000000650	protein_coding	zmp:0000000650 [Source:ZFIN;Acc:ZDB-GENE-130530-653]	4
ENSDARG00000104895	2849020	2899388	1	BX004857.1	protein_coding		7
ENSDARG00000019451	912123	977652	1	pcsk2	protein_coding	proprotein convertase subtilisin/kexin type 2 [Source:ZFIN;Acc:ZDB-GENE-090608-1]	13
ENSDARG00000077120	52377516	52403265	1	arid5a	protein_coding	AT rich interactive domain 5A (MRF1-like) [Source:ZFIN;Acc:ZDB-GENE-100525-3]	8
ENSDARG00000109502	74828055	74892355	-1	PHF21B	protein_coding	PHD finger protein 21B [Source:NCBI gene;Acc:101883360]	4
ENSDARG00000102430	44858979	44876005	-1	opn6a	protein_coding	opsin 6, group member a [Source:ZFIN;Acc:ZDB-GENE-061201-30]	11
ENSDARG00000101578	17405201	17419097	1	e2f4	protein_coding	E2F transcription factor 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2773]	25
ENSDARG00000114019	2621400	2623983	-1	CABZ01088149.1	protein_coding	mitochondrial ubiquitin ligase activator of nfkb 1-A [Source:NCBI gene;Acc:402879]	2
ENSDARG00000091556	68267908	68278095	1	tnfsf13	protein_coding	TNF superfamily member 13 [Source:ZFIN;Acc:ZDB-GENE-120508-6]	5
ENSDARG00000011020	2240075	2250767	-1	hnrnpa1a	protein_coding	heterogeneous nuclear ribonucleoprotein A1a [Source:ZFIN;Acc:ZDB-GENE-040426-1546]	11
ENSDARG00000009624	28117365	28181720	1	CABZ01027646.1	protein_coding	urotensin 2 receptor [Source:NCBI gene;Acc:559133]	12
ENSDARG00000053929	26084882	26153101	-1	opn4b	protein_coding	opsin 4b [Source:ZFIN;Acc:ZDB-GENE-080415-3]	12
ENSDARG00000073753	20460551	20481763	-1	tacc1	protein_coding	transforming, acidic coiled-coil containing protein 1 [Source:ZFIN;Acc:ZDB-GENE-090521-5]	10
ENSDARG00000076724	3187289	3258073	-1	pi4kaa	protein_coding	phosphatidylinositol 4-kinase, catalytic, alpha a [Source:ZFIN;Acc:ZDB-GENE-100204-2]	10
ENSDARG00000105003	206835	212478	1	scn1bb	protein_coding	sodium channel, voltage-gated, type I, beta b [Source:ZFIN;Acc:ZDB-GENE-090408-1]	19
ENSDARG00000105034	14454306	14470811	1	zdhhc18b	protein_coding	zinc finger, DHHC-type containing 18b [Source:ZFIN;Acc:ZDB-GENE-030131-6315]	19
ENSDARG00000102591	48141623	48144902	1	btr30	protein_coding	bloodthirsty-related gene family, member 30 [Source:ZFIN;Acc:ZDB-GENE-040426-1407]	19
ENSDARG00000113386	1627379	1629413	1	LO018432.1	protein_coding		17
